parmoeda,frequencia,datetime,timestamp,GEP,vela1,vela2,vela3,operacao,ultima_vela,vela_abertura
EURJPY,123.45,2023-08-03 07:23:49.475863,1691058229.475863,NEUTRO,0.0,4.0,5.0,CALL,nada,
EURGBP,123.99,2023-08-03 07:23:49.475863,1691058229.475863,NEUTRO,1.0,1.0,1.0,CALL,nada,
EURJPY,123.45,2023-08-03 07:24:49.711699,1691058289.711699,NEUTRO,0.0,1.0,0.0,CALL,nada,
EURGBP,123.99,2023-08-03 07:24:49.711699,1691058289.711699,NEUTRO,1.0,2.0,1.0,PUT,nada,
EURGBP,123.99,2023-08-03 07:25:50.091712,1691058350.091712,NEUTRO,1.0,5.0,5.0,PUT,nada,
EURJPY,123.45,2023-08-03 07:26:49.227575,1691058409.227575,ALTA,0.0,1.0,0.0,PUT,nada,
EURGBP,123.99,2023-08-03 07:26:49.227575,1691058409.227575,ALTA,2.0,0.0,0.0,PUT,nada,
EURUSD,124.67,2023-08-03 08:00:49.743306,1691060449.743306,NEUTRO,5.0,0.0,0.0,CALL,nada,
EURJPY,123.45,2023-08-03 08:00:49.743306,1691060449.743306,ALTA,1.0,4.0,0.0,PUT,nada,
EURGBP,123.99,2023-08-03 08:00:49.743306,1691060449.743306,ALTA,0.0,4.0,4.0,CALL,nada,
EURUSD,124.67,2023-08-03 08:01:50.078702,1691060510.078702,ALTA,0.0,1.0,0.0,PUT,nada,
EURGBP,123.99,2023-08-03 08:01:50.078702,1691060510.078702,ALTA,1.0,0.0,5.0,CALL,nada,
EURUSD,124.67,2023-08-03 08:02:49.418763,1691060569.418763,NEUTRO,0.0,1.0,0.0,CALL,nada,
EURJPY,123.45,2023-08-03 08:02:49.418763,1691060569.418763,ALTA,1.0,1.0,0.0,CALL,nada,
EURGBP,123.99,2023-08-03 08:02:49.418763,1691060569.418763,ALTA,0.0,0.0,4.0,CALL,nada,
EURUSD,124.67,2023-08-03 08:03:49.652097,1691060629.652097,ALTA,0.0,2.0,5.0,CALL,nada,
EURJPY,123.45,2023-08-03 08:03:49.652097,1691060629.652097,ALTA,1.0,2.0,0.0,PUT,nada,
EURGBP,123.99,2023-08-03 08:03:49.652097,1691060629.652097,ALTA,0.0,1.0,1.0,CALL,nada,
EURUSD,124.67,2023-08-03 08:03:50.728354,1691060630.728354,NEUTRO,2.0,5.0,5.0,CALL,nada,
EURJPY,123.45,2023-08-03 08:03:50.728354,1691060630.728354,NEUTRO,2.0,0.0,0.0,CALL,nada,
EURGBP,123.99,2023-08-03 08:03:50.728354,1691060630.728354,ALTA,1.0,1.0,5.0,CALL,nada,
EURUSD,124.67,2023-08-03 08:04:50.256130,1691060690.25613,NEUTRO,5.0,0.0,0.0,CALL,nada,
EURJPY,123.45,2023-08-03 08:04:50.256130,1691060690.25613,NEUTRO,1.0,1.0,4.0,CALL,nada,
EURGBP,123.99,2023-08-03 08:04:50.256130,1691060690.25613,ALTA,1.0,1.0,5.0,CALL,nada,
EURUSD,124.67,2023-08-03 08:05:49.531177,1691060749.531177,ALTA,1.0,1.0,0.0,CALL,nada,
EURJPY,123.45,2023-08-03 08:05:49.531177,1691060749.531177,ALTA,1.0,2.0,5.0,PUT,nada,
EURGBP,123.99,2023-08-03 08:05:49.531177,1691060749.531177,NEUTRO,2.0,1.0,1.0,PUT,nada,
EURUSD,124.67,2023-08-03 08:06:49.615813,1691060809.615813,ALTA,1.0,0.0,0.0,CALL,nada,
EURJPY,123.45,2023-08-03 08:06:49.615813,1691060809.615813,NEUTRO,1.0,0.0,0.0,PUT,nada,
EURGBP,123.99,2023-08-03 08:06:49.615813,1691060809.615813,ALTA,0.0,2.0,0.0,CALL,nada,
EURUSD,124.67,2023-08-03 08:07:50.001362,1691060870.001362,NEUTRO,4.0,2.0,0.0,CALL,nada,
EURJPY,123.45,2023-08-03 08:07:50.001362,1691060870.001362,ALTA,1.0,1.0,0.0,CALL,nada,
EURGBP,123.99,2023-08-03 08:07:50.001362,1691060870.001362,ALTA,0.0,5.0,2.0,PUT,nada,
EURUSD,124.67,2023-08-03 08:08:49.321151,1691060929.321151,NEUTRO,1.0,1.0,1.0,CALL,nada,
EURJPY,123.45,2023-08-03 08:08:49.321151,1691060929.321151,ALTA,0.0,0.0,1.0,CALL,nada,
EURGBP,123.99,2023-08-03 08:08:49.321151,1691060929.321151,ALTA,2.0,2.0,2.0,CALL,nada,
EURUSD,124.67,2023-08-03 08:09:49.825977,1691060989.825977,ALTA,0.0,1.0,5.0,PUT,nada,
EURJPY,123.45,2023-08-03 08:09:49.825977,1691060989.825977,NEUTRO,5.0,1.0,0.0,CALL,nada,
EURUSD,124.67,2023-08-03 08:10:50.157603,1691061050.157603,NEUTRO,5.0,0.0,0.0,CALL,nada,
EURGBP,123.99,2023-08-03 08:10:50.157603,1691061050.157603,NEUTRO,0.0,5.0,4.0,PUT,nada,
EURUSD,124.67,2023-08-03 08:11:49.391553,1691061109.391553,NEUTRO,1.0,4.0,1.0,PUT,nada,
EURJPY,123.45,2023-08-03 08:11:49.391553,1691061109.391553,ALTA,1.0,1.0,1.0,PUT,nada,
EURUSD,124.67,2023-08-03 08:12:49.720724,1691061169.720724,NEUTRO,2.0,0.0,5.0,CALL,nada,
EURJPY,123.45,2023-08-03 08:12:49.720724,1691061169.720724,ALTA,1.0,1.0,1.0,PUT,nada,
EURGBP,123.99,2023-08-03 08:12:49.720724,1691061169.720724,ALTA,1.0,1.0,0.0,CALL,nada,
EURUSD,124.67,2023-08-03 09:08:50.156505,1691064530.156505,ALTA,1.0,0.0,0.0,CALL,nada,
EURGBP,123.99,2023-08-03 09:08:50.156505,1691064530.156505,ALTA,1.0,1.0,0.0,CALL,nada,
EURJPY,123.45,2023-08-03 09:09:49.817931,1691064589.817931,NEUTRO,0.0,0.0,0.0,CALL,nada,
EURGBP,123.99,2023-08-03 09:09:49.817931,1691064589.817931,NEUTRO,1.0,2.0,0.0,CALL,nada,
EURUSD,124.67,2023-08-03 09:10:49.479681,1691064649.479681,ALTA,2.0,5.0,0.0,PUT,nada,
EURJPY,123.45,2023-08-03 09:10:49.479681,1691064649.479681,ALTA,0.0,5.0,0.0,PUT,nada,
EURUSD,124.67,2023-08-03 09:11:50.113914,1691064710.113914,NEUTRO,1.0,2.0,1.0,PUT,nada,
EURJPY,123.45,2023-08-03 09:11:50.113914,1691064710.113914,ALTA,2.0,4.0,5.0,PUT,nada,
EURUSD,124.67,2023-08-03 09:12:49.584462,1691064769.584462,ALTA,0.0,5.0,5.0,PUT,nada,
EURJPY,123.45,2023-08-03 09:12:49.584462,1691064769.584462,ALTA,0.0,4.0,4.0,CALL,nada,
EURGBP,123.99,2023-08-03 09:12:49.584462,1691064769.584462,NEUTRO,2.0,4.0,0.0,PUT,nada,
EURJPY,123.45,2023-08-03 09:13:50.263365,1691064830.263365,NEUTRO,1.0,4.0,5.0,PUT,nada,
EURUSD,124.67,2023-08-03 09:14:49.786966,1691064889.786966,ALTA,0.0,4.0,1.0,PUT,nada,
EURJPY,123.45,2023-08-03 09:14:49.786966,1691064889.786966,NEUTRO,1.0,4.0,5.0,PUT,nada,
EURGBP,123.99,2023-08-03 09:14:49.786966,1691064889.786966,ALTA,0.0,0.0,0.0,PUT,nada,
EURUSD,124.67,2023-08-03 09:15:49.479416,1691064949.479416,ALTA,0.0,0.0,0.0,PUT,nada,
EURJPY,123.45,2023-08-03 09:15:49.479416,1691064949.479416,ALTA,2.0,0.0,0.0,PUT,nada,
EURGBP,123.99,2023-08-03 09:15:49.479416,1691064949.479416,ALTA,1.0,0.0,5.0,CALL,nada,
EURUSD,124.67,2023-08-03 09:16:50.203202,1691065010.203202,NEUTRO,0.0,0.0,2.0,CALL,nada,
EURJPY,123.45,2023-08-03 09:16:50.203202,1691065010.203202,ALTA,5.0,1.0,5.0,PUT,nada,
EURUSD,124.67,2023-08-03 09:17:49.831157,1691065069.831157,ALTA,0.0,1.0,0.0,PUT,nada,
EURJPY,123.45,2023-08-03 09:17:49.831157,1691065069.831157,ALTA,0.0,5.0,5.0,PUT,nada,
EURGBP,123.99,2023-08-03 09:17:49.831157,1691065069.831157,NEUTRO,5.0,5.0,4.0,PUT,nada,
EURUSD,124.67,2023-08-03 09:18:49.442358,1691065129.442358,NEUTRO,0.0,0.0,5.0,CALL,nada,
EURJPY,123.45,2023-08-03 09:18:49.442358,1691065129.442358,NEUTRO,0.0,0.0,2.0,CALL,nada,
EURGBP,123.99,2023-08-03 09:18:49.442358,1691065129.442358,NEUTRO,0.0,0.0,5.0,CALL,nada,
EURUSD,124.67,2023-08-03 09:19:50.115112,1691065190.115112,NEUTRO,0.0,5.0,0.0,CALL,nada,
EURJPY,123.45,2023-08-03 09:19:50.115112,1691065190.115112,NEUTRO,2.0,1.0,0.0,CALL,nada,
EURUSD,124.67,2023-08-03 09:20:49.818923,1691065249.818923,ALTA,0.0,0.0,0.0,PUT,nada,
EURJPY,123.45,2023-08-03 09:20:49.818923,1691065249.818923,ALTA,2.0,2.0,0.0,CALL,nada,
EURGBP,123.99,2023-08-03 09:20:49.818923,1691065249.818923,NEUTRO,2.0,1.0,0.0,CALL,nada,
EURUSD,124.67,2023-08-03 09:21:49.567040,1691065309.56704,ALTA,0.0,1.0,0.0,PUT,nada,
EURJPY,123.45,2023-08-03 09:21:49.567040,1691065309.56704,NEUTRO,1.0,1.0,1.0,CALL,nada,
EURGBP,123.99,2023-08-03 09:21:49.567040,1691065309.56704,ALTA,0.0,2.0,1.0,PUT,nada,
EURUSD,124.67,2023-08-03 10:00:50.253903,1691067650.253903,ALTA,4.0,0.0,2.0,CALL,nada,
EURJPY,123.45,2023-08-03 10:00:50.253903,1691067650.253903,ALTA,0.0,1.0,2.0,PUT,nada,
EURUSD,124.67,2023-08-03 10:01:50.160782,1691067710.160782,ALTA,0.0,5.0,2.0,PUT,nada,
EURJPY,123.45,2023-08-03 10:01:50.160782,1691067710.160782,ALTA,0.0,1.0,4.0,CALL,nada,
EURGBP,123.99,2023-08-03 10:01:50.160782,1691067710.160782,NEUTRO,0.0,0.0,4.0,PUT,nada,
EURUSD,124.67,2023-08-03 10:02:49.912452,1691067769.912452,ALTA,2.0,0.0,0.0,PUT,nada,
EURJPY,123.45,2023-08-03 10:02:49.912452,1691067769.912452,NEUTRO,1.0,0.0,1.0,CALL,nada,
EURUSD,124.67,2023-08-03 10:03:49.695488,1691067829.695488,ALTA,0.0,1.0,4.0,CALL,nada,
EURJPY,123.45,2023-08-03 10:03:49.695488,1691067829.695488,NEUTRO,0.0,0.0,0.0,CALL,nada,
EURGBP,123.99,2023-08-03 10:03:49.695488,1691067829.695488,NEUTRO,0.0,5.0,1.0,PUT,nada,
EURUSD,124.67,2023-08-03 10:04:49.618086,1691067889.618086,NEUTRO,1.0,0.0,5.0,PUT,nada,
EURJPY,123.45,2023-08-03 10:04:49.618086,1691067889.618086,NEUTRO,0.0,5.0,0.0,CALL,nada,
EURGBP,123.99,2023-08-03 10:04:49.618086,1691067889.618086,ALTA,1.0,1.0,1.0,PUT,nada,
EURUSD,124.67,2023-08-03 10:05:49.493876,1691067949.493876,ALTA,1.0,5.0,1.0,PUT,nada,
EURJPY,123.45,2023-08-03 10:05:49.493876,1691067949.493876,NEUTRO,0.0,0.0,0.0,CALL,nada,
EURGBP,123.99,2023-08-03 10:05:49.493876,1691067949.493876,NEUTRO,5.0,0.0,1.0,PUT,nada,
EURJPY,123.45,2023-08-03 10:06:49.369416,1691068009.369416,NEUTRO,0.0,1.0,0.0,CALL,nada,
EURGBP,123.99,2023-08-03 10:06:49.369416,1691068009.369416,NEUTRO,1.0,0.0,5.0,PUT,nada,
EURUSD,124.67,2023-08-03 10:07:50.152215,1691068070.152215,ALTA,1.0,0.0,1.0,PUT,nada,
EURUSD,124.67,2023-08-03 10:08:49.934023,1691068129.934023,NEUTRO,5.0,1.0,0.0,CALL,nada,
EURJPY,123.45,2023-08-03 10:08:49.934023,1691068129.934023,ALTA,5.0,1.0,5.0,PUT,nada,
EURUSD,124.67,2023-08-03 10:09:49.950653,1691068189.950653,NEUTRO,0.0,2.0,0.0,PUT,nada,
EURJPY,123.45,2023-08-03 10:09:49.950653,1691068189.950653,NEUTRO,2.0,2.0,0.0,PUT,nada,
EURGBP,123.99,2023-08-03 10:09:49.950653,1691068189.950653,NEUTRO,2.0,0.0,5.0,CALL,nada,
EURUSD,124.67,2023-08-03 10:10:49.683163,1691068249.683163,NEUTRO,1.0,5.0,0.0,PUT,nada,
EURJPY,123.45,2023-08-03 10:10:49.683163,1691068249.683163,NEUTRO,0.0,5.0,0.0,CALL,nada,
EURUSD,124.67,2023-08-03 10:11:49.558686,1691068309.558686,NEUTRO,5.0,4.0,0.0,PUT,nada,
EURJPY,123.45,2023-08-03 10:11:49.558686,1691068309.558686,ALTA,0.0,5.0,0.0,PUT,nada,
EURGBP,123.99,2023-08-03 10:11:49.558686,1691068309.558686,ALTA,1.0,1.0,0.0,CALL,nada,
EURUSD,124.67,2023-08-03 10:12:49.450344,1691068369.450344,NEUTRO,1.0,0.0,1.0,CALL,nada,
EURJPY,123.45,2023-08-03 10:12:49.450344,1691068369.450344,ALTA,0.0,0.0,1.0,CALL,nada,
EURUSD,124.67,2023-08-03 10:13:49.190166,1691068429.190166,NEUTRO,2.0,0.0,1.0,PUT,nada,
EURJPY,123.45,2023-08-03 10:13:49.190166,1691068429.190166,ALTA,0.0,0.0,1.0,CALL,nada,
EURGBP,123.99,2023-08-03 10:13:49.190166,1691068429.190166,NEUTRO,0.0,5.0,2.0,CALL,nada,
